type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url,description
TV Show,Spirit: Riding Free,unknown,"amber frank,sydney park,bailey gambertoglio,darcy rose byrnes,nolan north,kari wahlgren,andy pessoa,tiya sircar,jonathan craig williams,robert knepper",United States,2019,TV-Y7,kids,netflix,1.0,6298186255415484095,https://m.media-amazon.com/images/M/MV5BMjQ1NWQwOTAtZjJiZC00YWRiLTg4MmEtMjYyZGQ5YjIyZmY2XkEyXkFqcGdeQXVyNjM1MjMyMDE@._V1_SX300.jpg,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail."
Movie,Unicorn Store,brie larson,"brie larson,samuel l jackson,joan cusack,bradley whitford,mamoudou athie,hamish linklater,martha macisaac,karan soni,annaleigh ashford",United States,2019,TV-14,"comedy,drama,independent",netflix,1.0,2937076694355296048,https://image.tmdb.org/t/p/w500/rGe3eWy3F3qggDZMc86bASN4I7C.jpg,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn."
Movie,Ek Ladki Ko Dekha Toh Aisa Laga,shelly chopra dhar,"anil kapoor,sonam kapoor,rajkummar rao,juhi chawla,abhishek duhan,regina cassandra,madhumalti kapoor,seema pahwa,brijendra kala,alka badola kaushal",India,2019,TV-14,"comedy,drama,international",netflix,1.0,3039652778208039156,https://image.tmdb.org/t/p/w500/uYevwq0VLai27AvODudalXzE6HM.jpg,"As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves."
Movie,Kevin Hart: Irresponsible,leslie small,kevin hart,United States,2019,TV-MA,comedy,netflix,1.0,2139510958171267835,https://image.tmdb.org/t/p/w500/fpFsj2IQekSi9cjOlRyBiIoLBY4.jpg,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes."
Movie,The Trap,erik white,"ti,mike epps,loretta devine,queen latifah,teyana taylor,meagan tandy,stephen bishop,roland powell,joel rush",United States,2017,TV-MA,comedy,netflix,1.0,4259626352502148372,https://image.tmdb.org/t/p/w500/swk3ionimeKwX1e6k1XbHCSeYv0.jpg,A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe.
Movie,Mercy Black,owen egerton,"daniella pineda,elle lamont,janeane garofalo,miles emmons,lee eddy,austin amelio,elke boucherdepew,dylan gage,troy anthony hogan,jamy lentz",United States,2019,TV-14,horror,netflix,1.0,1985669620931127878,https://image.tmdb.org/t/p/w500/6e0eblwQS11J5ZBb5PNoigCKWGB.jpg,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her."
Movie,15 August,swapnaneel jayakar,"rahul pethe,mrunmayee deshpande,adinath kothare,vaibhav mangale,jaywant wadkar,satish pulekar,naina apte,uday tikekar",India,2019,TV-14,"comedy,drama,independent",netflix,1.0,13877386434267089039,https://image.tmdb.org/t/p/w500/5N9VwgIv3LCCCPasNm3pp9Q1AzX.jpg,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy."
Movie,The Highwaymen,john lee hancock,"kevin costner,woody harrelson,kathy bates,john carroll lynch,thomas mann,kim dickens,w earl brown,william sadler",United States,2019,R,drama,netflix,1.0,6410971061719435176,https://image.tmdb.org/t/p/w500/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.
Movie,The Legend of Cocaine Island,theo love,unknown,United States,2019,TV-MA,documentaries,netflix,1.0,3093750409962051919,https://image.tmdb.org/t/p/w500/ciw1epKpAGUtoW8wHw1JZ95nHKd.jpg,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.
Movie,Nate Bargatze: The Tennessee Kid,ryan polito,nate bargatze,United States,2019,TV-PG,comedy,netflix,1.0,4721605689082613226,https://image.tmdb.org/t/p/w500/cGGBMp1VD2LhfKsoQbFAoz4hFmv.jpg,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special."
Movie,Sei,raj babu,"nakhul,aanchal munjal,nassar,prakash raj,thalaivasal vijay,manobala,jeyan cherthala,annadurai kannadasan",India,2018,TV-14,"action adventure,comedy,drama",netflix,1.0,26194676162749083,https://image.tmdb.org/t/p/w500/8CBPnbx4bOyh4TmMPflYbnUKG6R.jpg,"An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network."
TV Show,Delhi Crime,unknown,"shefali shah,rajesh tailang,rasika dugal,adil hussain,vinod sharawat,mridul sharma,gopal dutt tiwari,anurag arora,gaurav rana,yashaswini dayama",India,2019,TV-MA,"crime,international,drama",netflix,1.0,8310408738544359750,https://image.tmdb.org/t/p/w500/jBeMbOGPZkWqXrmgGsWHiDPBoJf.jpg,"As Delhi reels in the aftermath of a gang rape, DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case."
Movie,ReMastered: The Miami Showband Massacre,stuart sender,unknown,United States,2019,TV-MA,"documentaries,music",netflix,1.0,2671897127473003230,https://image.tmdb.org/t/p/w500/bFXbGsyccxtkPiqp7GQNcFsvvJP.jpg,The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth.
Movie,The Dirt,jeff tremaine,"douglas booth,iwan rheon,colson baker,daniel webber,david costabile,pete davidson",United States,2019,TV-MA,"comedy,drama,music",netflix,1.0,17520057134590688538,https://image.tmdb.org/t/p/w500/xGY5rr8441ib0lT9mtHZn7e8Aay.jpg,"In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
TV Show,The OA,unknown,"brit marling,jason isaacs,emory cohen,scott wilson,phyllis smith,alice krige,patrick gibson,brendan meyer,brandon perea,ian alexander,will brill,riz ahmed,paz vega",United States,2019,TV-MA,"drama,mystery,scifi",netflix,1.0,16583599885834940831,https://image.tmdb.org/t/p/w500/xN293BKB0MDqpILmLCtGGYxQXKW.jpg,"Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission."
Movie,Imago,"karan shivajirao chavan,vikram tanajirao patil","aishwarya ghaydar,amol deshmukh,adarsh kurne,vishwas kamble,neha awati,amaraja patil,rinkle chopde,shreyas gurav",India,2018,TV-PG,"drama,independent,international",netflix,1.0,3861515770780627568,https://image.tmdb.org/t/p/w500/pYxiQkR2N4HE1BKqIb62KsoCUn3.jpg,"A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same."
Movie,Amy Schumer Growing,amy schumer,amy schumer,United States,2019,TV-MA,comedy,netflix,1.0,15647578614130701494,https://image.tmdb.org/t/p/w500/zZJYPkiCI0PFv8tUc8qViyC2oKx.jpg,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
Movie,5 Flights Up,richard loncraine,"josh pais,claire van der boom,morgan freeman,diane keaton,carrie preston,cynthia nixon,korey jackson,diane ciesla,michael cristofer",United States,2014,PG-13,"comedy,drama,independent",netflix,1.0,9283589334235216063,https://image.tmdb.org/t/p/w500/2WI5oq2QswLB0kJFOcL7ZA5ndKr.jpg,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one."
Movie,Jeff Dunham: Arguing with Myself,manny rodriguez,jeff dunham,United States,2006,TV-MA,comedy,netflix,1.0,721116387128189966,https://image.tmdb.org/t/p/w500/wh5KAy9lGcf7z9yv1Ax8hHVdUU2.jpg,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
Movie,Jeff Dunham: Controlled Chaos,"michael simon,matthew mcneil",jeff dunham,United States,2011,TV-MA,comedy,netflix,1.0,17583244603384272058,https://image.tmdb.org/t/p/w500/8LPGtz6m4g1JB9ZdkpmEcwRXNbn.jpg,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut."
Movie,Jeff Dunham: Minding the Monsters,manny rodriguez,jeff dunham,United States,2012,TV-MA,comedy,netflix,1.0,12765622141482807035,https://image.tmdb.org/t/p/w500/ra1UaHU8bKBesaQ6BqIOaSvRk07.jpg,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer."
Movie,Jeff Dunham's Very Special Christmas Special,michael simon,"jeff dunham,brian haner",United States,2008,TV-MA,comedy,netflix,1.0,2180755256690365548,https://image.tmdb.org/t/p/w500/l7W6hvdj7B3fguhxRVqps4Hgw0h.jpg,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
Movie,Triple Frontier,jc chandor,"ben affleck,oscar isaac,charlie hunnam,pedro pascal,garrett hedlund,adria arjona",United States,2019,R,action adventure,netflix,1.0,13863907253975748439,https://image.tmdb.org/t/p/w500/aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
TV Show,Into the Badlands,unknown,"daniel wu,emily beecham,sarah bolger,oliver stark,orla brady,ally ioannides,stephen lang,marton csokas,madeleine mantock,aramis knight",United States,2018,TV-MA,action adventure,netflix,1.0,2252751371468652738,https://image.tmdb.org/t/p/w500/45tmCRnTCNFrUw9gdsph22EZNVL.jpg,"Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers."
Movie,Juanita,clark johnson,"alfre woodard,adam beach,latanya richardson jackson,marcus henderson,blair underwood,ashlie atkinson,tsulan cooper",United States,2019,TV-MA,"drama,independent,romance",netflix,1.0,12789244460035769300,https://image.tmdb.org/t/p/w500/yKq6LErlgWizCtl3DcdYv86xn2e.jpg,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
Movie,Walk. Ride. Rodeo.,conor allyn,"spencer locke,missi pyle,sherri shepherd,bailey chase,alyvia alyn lind,max ehrich,corbin bleu,kathleen rose perkins",United States,2019,TV-PG,"family,drama",netflix,1.0,12313415270271380287,https://image.tmdb.org/t/p/w500/abAharR0CpdGp68lU0846idLKRy.jpg,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
Movie,Nappily Ever After,haifaa almansour,"sanaa lathan,ricky whittle,lynn whitfield,lyriq bent,ernie hudson",United States,2018,TV-MA,"comedy,drama,romance",netflix,1.0,17122144205706839458,https://image.tmdb.org/t/p/w500/lxXsGqxUwSxypffv8hn3r332jf4.jpg,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
Movie,The Hard Way,keoni waxman,"michael jai white,luke goss,randy couture,madalina anea,grant campbell,george remes,ovidiu niculescu,adreea diac,michaela holla,bogden farcas",United States,2019,TV-MA,action adventure,netflix,1.0,1062996135675876651,https://image.tmdb.org/t/p/w500/hqkqvEkbwLYT1LIgyeK1FcD5Beu.jpg,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
Movie,Radio Rebel,peter howitt,"debby ryan,sarena parmar,adam dimarco,merritt patterson,nancy robertson",United States,2012,TV-G,"family,comedy",netflix,1.0,6215873150164298529,https://image.tmdb.org/t/p/w500/wycDdx2BrdNKlyTZoZT8uLeu6dq.jpg,"Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike."
Movie,The Spiderwick Chronicles,mark waters,"freddie highmore,marylouise parker,sarah bolger,joan plowright,david strathairn,nick nolte,seth rogen,andrew mccarthy,martin short",United States,2008,PG,family,netflix,1.0,17448206367304770699,https://image.tmdb.org/t/p/w500/uN7MUMaCXfa8DbMMp61A8iXEcEG.jpg,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world."
Movie,Evening Shadows,sridhar rangayan,"mona ambegaonkar,anant mahadevan,devansh doshi,arpit chaudhary,yamini singh,abhay kulkarni,veena nair,disha thakur",India,2018,TV-PG,"drama,independent,international",netflix,1.0,8729803581238779183,https://image.tmdb.org/t/p/w500/36jPtRncD9CKqkutWkOZ7oji100.jpg,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values."
TV Show,Unsolved,unknown,"josh duhamel,jimmi simpson,bokeem woodbine",United States,2018,TV-MA,"crime,drama",netflix,1.0,427943137831809722,https://m.media-amazon.com/images/M/MV5BMTIxOTYzNDQ0NF5BMl5BanBnXkFtZTcwMjIzNzE3MQ@@._V1_SX300.jpg,Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.
Movie,Zach Galifianakis: Live at the Purple Onion,michael blieden,"zach galifianakis,brian unger",United States,2006,TV-MA,comedy,netflix,1.0,11725565370979355680,https://m.media-amazon.com/images/M/MV5BMTcyMDg1MTEwMl5BMl5BanBnXkFtZTcwMjExMTY0MQ@@._V1_SX300.jpg,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
Movie,Life of An Outcast,pawan k shrivastava,"ravi bhushan bhartiya,shalini mohan,bhaskar jha,manohar pandey,siddharth bharadwaj,jay shanker pandey,deepak jha,komal singh",India,2018,TV-PG,"drama,independent,international",netflix,1.0,18034900194314722389,https://image.tmdb.org/t/p/w500/fySD5rg9a7leDlsKSF8APCm4JYH.jpg,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism."
Movie,Bert Kreischer: The Machine,ryan polito,bert kreischer,United States,2016,TV-MA,comedy,netflix,1.0,300356608303544190,https://image.tmdb.org/t/p/w500/3290OL6UCXFRpbIv6nznPXkWAgy.jpg,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
Movie,Firebrand,aruna raje,"usha jadhav,girish kulkarni,sachin khedekar,rajeshwari sachdev,rushad rana,mrunal oak",India,2019,TV-MA,"drama,international",netflix,1.0,2875159768032120386,https://image.tmdb.org/t/p/w500/q2joAdA2GyIRvcAwDHNUg7cEkQl.jpg,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage."
Movie,Paddleton,alex lehmann,"mark duplass,ray romano",United States,2019,TV-MA,"comedy,drama,independent",netflix,1.0,16693325512622891047,https://image.tmdb.org/t/p/w500/gtssTSvNgY8132hPRtp1DbciYJ6.jpg,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does."
Movie,Shonar Pahar,parambrata chatterjee,"tanuja,jishu sengupta,parambrata chatterjee,arunima ghosh,shrijato banerjee,soumitra chatterjee,gargi roychowdhury",India,2018,TV-PG,"drama,independent,international",netflix,1.0,671901807694099006,https://image.tmdb.org/t/p/w500/m2ghZsnUp4M6pnrK40TMIlR1dqG.jpg,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.
Movie,Kevin James: Sweat the Small Stuff,paul miller,kevin james,United States,2001,TV-PG,comedy,netflix,1.0,6295810472504991273,https://image.tmdb.org/t/p/w500/rp4V3BmT8HJtKWr5ohyNjwGMW0t.jpg,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
Movie,Genius,suseenthiran,"roshan,priyaa lal,aadukalam naren,singam puli,meera krishnan,jayaprakash",India,2018,TV-14,"drama,independent,international",netflix,1.0,17926969530558815425,https://image.tmdb.org/t/p/w500/xOA52PVZgS3ggpKwKBAuZlYvxgg.jpg,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
Movie,Studio 54,matt tyrnauer,unknown,United States,2018,TV-MA,documentaries,netflix,1.0,15859330929921776671,https://image.tmdb.org/t/p/w500/x10hLXIQVGJ5n0Nn2pLVTKBNxXK.jpg,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
Movie,Awe,prasanth varma,"kajal aggarwal,nithya menon,regina cassandra,eesha rebba,murli sharma,srinivas avasarala,priyadarshi pullikonda",India,2018,TV-MA,"drama,international,scifi",netflix,1.0,20363551907769279,https://image.tmdb.org/t/p/w500/wE4NqJosSPjiyqStBEv67mQbR1b.jpg,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
Movie,Ayana,gangadhar salimath,"deepak subramanya,apoorva soma,ramesh bhat,harsha h s,karthik a,goutham shashidhar,nagshree karkone,moksha kushal,vedashree rao",India,2017,TV-MA,"drama,independent,international",netflix,1.0,11346053099863989922,https://image.tmdb.org/t/p/w500/hBgFI6ccqVBt5evQrfvpu1J5h3Q.jpg,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions."
Movie,Behind the Curve,daniel j clark,unknown,United States,2018,TV-14,documentaries,netflix,1.0,14266855711295812749,https://image.tmdb.org/t/p/w500/mOJrtSMmUpfFytvxlUEA8hej2At.jpg,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it."
Movie,Candyflip,shanawaz nellikunnil,"prashant prakash,kalki koechlin,prakash raj,gulshan devaiah,valeriya polyanychko",India,2017,TV-MA,"drama,independent,international",netflix,1.0,578844329711846448,https://m.media-amazon.com/images/M/MV5BZGY3ODQwYzktYzFhNi00OWE5LWJiMjctNWY1NWU4ZWM0MTA5XkEyXkFqcGdeQXVyNjAyODAxNTI@._V1_SX300.jpg,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs."
Movie,Chameli,sudhir mishra,"kareena kapoor,rahul bose,rinke khanna,yashpal sharma,makrand deshpande,kabir sadanand,pankaj jha",India,2004,TV-14,"drama,international",netflix,1.0,2769542570473521008,https://image.tmdb.org/t/p/w500/uIDURYYsAQYmV4V9PgNG7cL2nuO.jpg,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
Movie,Fatso,rajat kapoor,"ranvir shorey,gul panag,purab kohli,neil bhoopalam,gunjan bakshi,saurabh shukla,atul kumar,brijendra kala,bharati achrekar,rahul vohra",India,2012,TV-14,"comedy,drama,international",netflix,1.0,17557358022112676114,https://image.tmdb.org/t/p/w500/9OVAzfeTRPI16iXbDaxdo0wmHVz.jpg,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
Movie,Neevevaro,hari nath,"aadhi,tapsee pannu,ritika singh,vennela kishore,sapthagiri",India,2018,TV-14,"drama,international,romance",netflix,1.0,13002597243478185628,https://image.tmdb.org/t/p/w500/slzQtYYR6bpHDoYD28MlUC2LXXi.jpg,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
Movie,Pyaar Ke Side Effects,saket chaudhary,"rahul bose,mallika sherawat,ranvir shorey,sharat saxena,aamir bashir,taraana raja,jas arora,suchitra pillai,sapna bhavnani,sophiya chaudhary",India,2006,TV-MA,"comedy,international,romance",netflix,1.0,1800840448795047212,https://image.tmdb.org/t/p/w500/vAMb2pLLYFd0JUOruj4zFETLBI5.jpg,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
Movie,Sur: The Melody of Life,tanuja chandra,"lucky ali,simone singh,achint kaur,ehsan khan,harsh vasisht,yashodhan bal,gauri karnik,divya dutta",India,2002,TV-14,"drama,international",netflix,1.0,17724658980673194844,https://image.tmdb.org/t/p/w500/9YsFm8oCrOW9LdX6ksQ65aSKFNK.jpg,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
Movie,Ugly Aur Pagli,sachin kamlakar khot,"mallika sherawat,ranvir shorey,tinnu anand,sushmita mukherjee,manish anand,vihang nayak,bharati achrekar,zeenat aman",India,2008,TV-14,"comedy,international,romance",netflix,1.0,4971483337125476960,https://image.tmdb.org/t/p/w500/SD8PWzstR2RQwDr1atUos17zdV.jpg,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
Movie,"Ken Jeong: You Complete Me, Ho",jon m chu,ken jeong,United States,2019,TV-MA,comedy,netflix,1.0,11219216740613223746,https://m.media-amazon.com/images/M/MV5BNTg2OGQ3ZjAtZWE3My00ZjlmLTg3NmYtMGJhYjM3MWI2MTIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
Movie,Period. End of Sentence.,rayka zehtabchi,unknown,United States,2018,TV-PG,documentaries,netflix,1.0,15420815667640716053,https://image.tmdb.org/t/p/w500/pKYHYlujtTDS0kZM80MUX7l3T58.jpg,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
Movie,High Flying Bird,steven soderbergh,"andré holland,zazie beetz,bill duke,kyle maclachlan,melvin gregg,sonja sohn,zachary quinto",United States,2019,TV-MA,"drama,sports",netflix,1.0,8503359501822652042,https://image.tmdb.org/t/p/w500/ccE21xixa1zhkGtWDr4n8ReOp40.jpg,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
Movie,Kevin Hart's Guide to Black History,tom stern,"kevin hart,saniyya sidney,lil rel howery,eoghan thomas murphy,tiffany haddish,al shearer,lonnie chavis,alphonso mcauley,nika williams,barry brewer,greg germann,john ennis,jay johnston",United States,2019,TV-PG,"family,comedy",netflix,1.0,14520241989972627973,https://image.tmdb.org/t/p/w500/iQwffy1qLo1JPudjPO5TQGQX9QX.jpg,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
TV Show,One Day at a Time,unknown,"justina machado,rita moreno,todd grinnell,isabella gomez,marcel ruiz,stephen tobolowsky",United States,2019,TV-PG,comedy,netflix,1.0,18233983456290820146,https://image.tmdb.org/t/p/w500/fCi1osgj9mUPPp7G54HBrobkHUw.jpg,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom."
Movie,ReMastered: The Two Killings of Sam Cooke,kelly duane de la vega,sam cooke,United States,2019,TV-MA,"documentaries,music",netflix,1.0,14780453161880577462,https://image.tmdb.org/t/p/w500/8hZd9TquyZp0TralTUh2zangZ0O.jpg,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
Movie,"Ray Romano: Right Here, Around the Corner",michael showalter,ray romano,United States,2019,TV-MA,comedy,netflix,1.0,6699886047419235588,https://image.tmdb.org/t/p/w500/lqQjWdZeh3lpCn5KgmiNZFU1ViX.jpg,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
Movie,Manusangada,amshan kumar,"rajeev anand,manimegalai,as sasi kumar,vidhur rajarajan,sheela rajkumar,sethu darwin,anand sampath,karuna prasad",India,2017,TV-14,"drama,independent,international",netflix,1.0,15814193701568267946,https://image.tmdb.org/t/p/w500/8dSJMrqeH6kqDvufMFqnJUmkyMw.jpg,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
Movie,14 Minutes from Earth,"adam davis,jerry kolber,trey nelson,erich sturm",unknown,United States,2016,TV-MA,documentaries,netflix,1.0,4376487538188681174,https://m.media-amazon.com/images/M/MV5BMmNhOTNkZWUtNDA5Ni00NzI1LTg5YTMtYmIyYTU0NWIxZjEyXkEyXkFqcGdeQXVyMTg2NzA2NDM@._V1_SX300.jpg,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
Movie,Free Rein: Valentine's Day,unknown,"jaylen barron,joe ashman,manpreet bambra,celine buckens,freddy carter,bruce herbelinearle,kerry ingram,charlotte jordan,geoffrey mcgivern,martin bobbsemple,sadie simm,carla woodcock",United States,2019,TV-G,"family,drama",netflix,1.0,6189529069097627828,https://image.tmdb.org/t/p/w500/uRAWwdGqnhoi8eFCiHuipymELJR.jpg,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
Movie,Lego DC Comics: Batman Be-Leaguered,rick morales,"dee bradley baker,troy baker,john dimaggio,grey delisle,tom kenny,nolan north,khary payton,james arnold taylor",United States,2014,TV-Y7,movies,netflix,1.0,11047023256428980329,https://image.tmdb.org/t/p/w500/7JmTzxQx78PfRKVuQjpG80jjXoM.jpg,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
Movie,LEGO Marvel Super Heroes: Black Panther,michael d black,"james mathis iii,keston john,yvette nicole brown,daisy lightfoot,isaac c singleton jr,trevor devall,liam obrien,mick wingert,fred tatasciore,laura bailey",United States,2018,TV-Y7,family,netflix,1.0,64526891055655679,https://image.tmdb.org/t/p/w500/2t6V87sYjESrtBj9flbHWhZKtAp.jpg,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
Movie,LEGO Marvel Super Heroes: Guardians of the Galaxy,unknown,unknown,United States,2017,TV-Y,family,netflix,1.0,12945846109826710827,https://image.tmdb.org/t/p/w500/e5h1RlnQzjgEAh4s96k50S8XkKa.jpg,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
TV Show,Littlest Pet Shop: A World of Our Own,unknown,"rhona rees,ingrid nilson,diana kaarina,travis turner,lili beaudoin,kyle rideout,vincent tong,alessandro juliani,ian hanlin,brittney wilson,bethany brown,tabitha st germain",United States,2018,TV-Y7,kids,netflix,1.0,10869068202821840784,https://m.media-amazon.com/images/M/MV5BMTI2ZjNiMDUtOGM5Ni00YmI3LWE1MjgtMDdjZmRiYTJjN2VhXkEyXkFqcGdeQXVyOTQ2MzUyNDk@._V1_SX300.jpg,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves."
TV Show,Russian Doll,unknown,"natasha lyonne,charlie barnett,yul vazquez,elizabeth ashley,dascha polanco,jeremy bobb,greta lee,rebecca henderson,brendan sexton iii,chloë sevigny,brooke timber",United States,2019,TV-MA,"comedy,drama",netflix,1.0,13428911653470868157,https://image.tmdb.org/t/p/w500/2UlNPX9E9LzXcWVZJpBEZWwu9EV.jpg,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.
Movie,Velvet Buzzsaw,dan gilroy,"jake gyllenhaal,rene russo,zawe ashton,toni collette,john malkovich,natalia dyer,daveed diggs,tom sturridge",United States,2019,R,"drama,thriller",netflix,1.0,9612718048535622582,https://image.tmdb.org/t/p/w500/3rViQPcrWthMNecp5XnkKev6BzW.jpg,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
Movie,Bhasmasur,nishil sheth,"imran rasheed,mittal chouhan,trimala adhikari,bhushan vikas,ravi goswami,raghav dutt,kumkum chouhan,rohan mobarsa",India,2017,TV-14,"drama,independent,international",netflix,1.0,10995450864967102406,https://image.tmdb.org/t/p/w500/9fDJj3TbDafbDJyS8qK1ABraqbm.jpg,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
