type,title,director,cast,country,release_year,rating,genre,platform,imdb_rating,id,image_url
Movie,what the fish,['gurmmeet singh'],"dimple kapadia,vishal sharma,sumit suri,anand tiwari,deepti pujari,manu rishi chadha,geetika tyagi,manjot singh,sabina sheema",India,2013,TV-14,"comedy,international",netflix,5.0,11746160658675865988,https://m.media-amazon.com/images/M/MV5BMmZjMjRiNDQtNmQyNC00NGZhLWE5ZmQtMGRkNDg4MTU5MWVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,once in a lifetime sessions with kasabian,['matt askem'],"sergio pizzorno,tom meighan,chris edwards,ian mattthews,lauren laverne",United States,2018,TV-MA,"documentaries,music",netflix,1.0,3189422970555892132,url
Movie,brave little tailor,['bill roberts'],"walt disney,marcelite garner,eddie holden",United States,1938,TV-PG,"action adventure,animation,comedy",hotstar,7.6,2062264650033028064,https://m.media-amazon.com/images/M/MV5BMzg2MzEyY2QtM2VlNy00MWRiLTg1YjctOTM5MDNiMTdiNzI2XkEyXkFqcGdeQXVyODAyNTA0MDQ@._V1_SX300.jpg
Movie,14 minutes from earth,"['adam davis', 'jerry kolber', 'trey nelson', 'erich sturm']",unknown,United States,2016,TV-MA,documentaries,netflix,5.7,4376487538188681174,https://m.media-amazon.com/images/M/MV5BMmNhOTNkZWUtNDA5Ni00NzI1LTg5YTMtYmIyYTU0NWIxZjEyXkEyXkFqcGdeQXVyMTg2NzA2NDM@._V1_SX300.jpg
TV Show,atypical,['unknown'],"jennifer jason leigh,keir gilchrist,michael rapaport,brigette lundypaine,amy okuda,jenna boyd,graham rogers,nik dodani",United States,2021,TV-14,"comedy,drama,teen tv shows",netflix,8.2,821697396506056558,https://m.media-amazon.com/images/M/MV5BMjNjNThmYTUtMjY2Ni00OGE4LTgzOTItYTgzMDllNDM5NTI5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
TV Show,the parkers,['unknown'],"monique,countess vaughn,dorien wilson,jenna von oÿ,ken lawson,yvette wilson",United States,2003,TV-PG,comedy,netflix,6.8,6206456452577673115,https://m.media-amazon.com/images/M/MV5BNzE1ODhkZGMtZmQyMi00ZjcxLWE3ZTQtOTBlOGFjMGFhNGU2XkEyXkFqcGdeQXVyMTE4NTI1NDQx._V1_SX300.jpg
Movie,bending the arc,"['kief davidson', 'pedro kos']",unknown,United States,2017,TV-MA,documentaries,netflix,8.1,12924058672384076903,https://m.media-amazon.com/images/M/MV5BNjZjNjhmMjgtZGFhZi00MGRlLWEwMTItZGNhOWIyYTI1YmUyXkEyXkFqcGdeQXVyNTM1ODgyOQ@@._V1_SX300.jpg
Movie,deon cole cole hearted,['ryan polito'],deon cole,United States,2019,TV-MA,comedy,netflix,6.9,6015334786401108287,https://m.media-amazon.com/images/M/MV5BNjUyYjIyMmEtYzljYi00MTY4LTg0YzMtZWRjNmZjYjMyN2ZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
TV Show,the kominsky method,['unknown'],"michael douglas,alan arkin,sarah baker,nancy travis,susan sullivan,lisa edelstein,emily osment,graham rogers,jenna lyng adams,ashleigh lathrop,melissa tang,casey thomas brown,annmargret,danny devito",United States,2021,TV-MA,"comedy,drama",netflix,8.2,15593972429420288830,https://m.media-amazon.com/images/M/MV5BMzA0YTNjOTAtNmVkZi00YjBkLTgyZDItOTFmMzQ0N2E4ZDNiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
Movie,emerald run,['eric etebari'],"david chokachi,yancy butler,sean burgos,michael pare,chris mulkey,john schneider,vernon wells,steven williams,stephen cloud,jonathan jose quintana,adam gifford,manuel soro,marialisa caruso,anthony caruso",United States,2021,16+,"action,drama,suspense",hotstar,3.3,18189698616588904386,https://m.media-amazon.com/images/M/MV5BN2RmZjNhZWEtNWU4ZS00OTNlLTk1NDQtNzEzY2Q3ZGZjOGU5XkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_SX300.jpg
Movie,loop,['erica milsom'],"madison bandy,christiano delgado,louis gonzales,asher brodkey,erica milsom",United States,2020,PG,"animation,family",hotstar,6.4,6338536685153922629,https://m.media-amazon.com/images/M/MV5BOWZlYzNiOWUtM2E3ZC00ZmU0LTkzMzYtYzcyNzM1ZGMxY2U1XkEyXkFqcGdeQXVyMTU1NTI2MA@@._V1_SX300.jpg
Movie,stuart little 2,['rob minkoff'],"michael j fox,geena davis,hugh laurie,jonathan lipnicki,nathan lane,melanie griffith,james woods,steve zahn",United States,2002,PG,"family,comedy",netflix,5.5,14096812002789335056,https://m.media-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_SX300.jpg
Movie,hidden in plain sight,['stacia crawford'],"victoria barabas,gino anthony pesi,jake allyn,deborah van valkenburgh,jessica meraz,jack fisher,eve sigall,jerod meagher",United States,2019,TV-14,"drama,independent,thriller",netflix,4.3,7227560050575554485,https://m.media-amazon.com/images/M/MV5BNzFlZjRjYWItMjRkYi00YjNmLWI1NzAtZjhkMTA2NGI3OGRmXkEyXkFqcGdeQXVyNDQ3MjIwMjE@._V1_SX300.jpg
Movie,susanne bartsch on top,"['anthony caronna', 'alexander smith']",susanne bartsch,United States,2017,TV-MA,"documentaries,lgbtq",netflix,6.9,11204799225522509134,https://m.media-amazon.com/images/M/MV5BNTE5NDQ5Mzk1NF5BMl5BanBnXkFtZTgwNjA5NTkxMjI@._V1_SX300.jpg
Movie,free rein valentines day,['unknown'],"jaylen barron,joe ashman,manpreet bambra,celine buckens,freddy carter,bruce herbelinearle,kerry ingram,charlotte jordan,geoffrey mcgivern,martin bobbsemple,sadie simm,carla woodcock",United States,2019,TV-G,"family,drama",netflix,1.0,6189529069097627828,url
Movie,the last thing he wanted,['dee rees'],"anne hathaway,ben affleck,willem dafoe,toby jones,rosie perez,edi gathegi,mel rodriguez,onata aprile",United States,2020,R,"drama,thriller",netflix,4.3,12115783361334611216,https://m.media-amazon.com/images/M/MV5BMWI3ODZlNjgtNWM4OC00MDFhLTg2MmYtYjk3M2I0OWJmZmE2XkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_SX300.jpg
Movie,plutos christmas tree,['jack hannah'],"jimmy macdonald,pinto colvig,clarence nash,ruth clifford,dessie miller",United States,1952,TV-Y7,"animation,family,kids",hotstar,1.0,14473616382940683981,url
Movie,cirque du freak the vampires assistant,['paul weitz'],"john c reilly,ken watanabe,josh hutcherson,chris massoglia,ray stevenson,patrick fugit,orlando jones,willem dafoe,salma hayek,michael cerveris,jane krakowski,frankie faison,patrick breen,colleen camp,don mcmanus,jessica carlson,kristen schaal",United States,2009,PG-13,"action adventure,horror,scifi",netflix,1.0,17184368809657006076,url
Movie,a bugs life,['john lasseter'],"dave foley,kevin spacey,julia louisdreyfus,hayden panettiere,phyllis diller,richard kind",United States,1998,G,"animation,comedy,family",hotstar,1.0,8748234354185437252,url
Movie,sat sri akal,['kamal sahani'],"kimi verma,manpreet singh,arun bali,dolly minhas,avtar gill,manmeet singh,neelu kohli,vivek shaq,nirmal rishi,pooja tandon",India,2008,TV-14,"drama,faith and spirituality,international",netflix,5.5,760682511578276888,https://m.media-amazon.com/images/M/MV5BODBkZWZlM2ItOTI5Ny00ZDc4LWJlOTQtZjRjOTUyNGM1NTRjXkEyXkFqcGdeQXVyMjUxNjcxMjU@._V1_SX300.jpg
Movie,manhattan romance,['tom obrien'],"tom obrien,katherine waterston,caitlin fitzgerald,gaby hoffmann,louis cancelmi,zach grenier",United States,2014,TV-14,"comedy,independent,romance",netflix,5.6,12219065157266544283,https://m.media-amazon.com/images/M/MV5BMjMzODk2MDc0MF5BMl5BanBnXkFtZTgwMTc3NjU4NjE@._V1_SX300.jpg
TV Show,running wild with bear grylls,['unknown'],bear grylls,United States,2019,TV-PG,"action adventure,reality,survival",hotstar,7.6,4092174806427052048,https://m.media-amazon.com/images/M/MV5BMWFkZmE3ZmQtZTViMy00NzI3LWFjMjUtMGRmZmZhYWYwZjEyXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_SX300.jpg
Movie,siddhant,['vivek wagh'],"vikram gokhale,swati chitnis,kishore kadam,ganesh yadav,sarang sathaye,archit deodhar,madhavi soman,neha mahajan",India,2014,TV-G,"drama,independent,international",netflix,6.3,13601077085101415883,https://m.media-amazon.com/images/M/MV5BOTU1ODRiNDUtM2M0Ny00YTk2LThlNTQtZTZmYTkxZTc5ODFiXkEyXkFqcGdeQXVyNzg1NzQyNTU@._V1_SX300.jpg
Movie,taylor tomlinson quarterlife crisis,['marcus raboy'],taylor tomlinson,United States,2020,TV-MA,comedy,netflix,1.0,3941341180830806065,url
Movie,kazaam,['paul glaser'],"shaquille oneal,francis capra,ally walker,james acheson,john costelloe,marshall manesh",United States,1996,PG,"action adventure,comedy,family",hotstar,3.1,12766444979115031846,https://m.media-amazon.com/images/M/MV5BYzhiNzUyOGQtYjI5OC00NmYxLTgyNmMtMGM3N2U0OWJmNDhiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Movie,devils island,"['sean king', 'taylor king']","elle alexander,cliff yates,kristjan sokoli,pete berwick",United States,2021,13+,"horror,suspense",hotstar,1.0,13744182273436776057,url
TV Show,cooking on high,['unknown'],"josh leyva,ngaio bealum",United States,2018,TV-MA,reality,netflix,5.0,16725970469455524164,https://m.media-amazon.com/images/M/MV5BNmE3YWQ2MmYtNDc2My00YzhmLWExNWQtZWYzMjU2ZDExMzQ5XkEyXkFqcGdeQXVyMjI5OTM0OTM@._V1_SX300.jpg
Movie,tigertail,['alan yang'],"tzi ma,christine ko,hongchi lee,hayden szeto,kunjue li,fiona fu,james saito,joan chen",United States,2020,PG,drama,netflix,6.6,7593747912343054691,https://m.media-amazon.com/images/M/MV5BY2Q4MjZjNzItMjJkMS00Y2M5LTg3NjUtMTk2OWNhMjJlNmE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,adithya varma,['gireesaaya'],"dhruv vikram,banita sandhu,priya anand,anbu",India,2019,18+,"drama,international",hotstar,6.3,2585291068203323167,https://m.media-amazon.com/images/M/MV5BODQ0MDg3ZmUtZTRhNi00ZWVkLTgyYTAtMzQzZGRkZjIzMGY4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg
Movie,a flying jatt,['remo dsouza'],"tiger shroff,jacqueline fernandez,nathan jones,kay kay menon,amrita singh,gaurav pandey,shraddha kapoor,amrita puri",India,2016,TV-14,"action adventure,international,scifi",netflix,3.1,3123194462392804634,https://m.media-amazon.com/images/M/MV5BMDZjNTdhOGMtYzZhZS00YmIyLThjZDctMThmYTRkYjVmNDJlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,pollyanna,['david swift'],"jane wyman,richard egan,karl malden,nancy olson,adolphe menjou,donald crisp",United States,1960,G,"coming of age,drama,family",hotstar,7.4,1313450479663698383,https://m.media-amazon.com/images/M/MV5BOTdiMDQ5NTEtM2FjNS00YTFkLWExZTAtYjk5Mjc0YTMzYWM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Movie,monster,['nelson venkatesan'],"sj surya,priya bhavani shankar,karunakaran,anil kumar",India,2019,ALL,"comedy,drama",hotstar,7.3,18040706229556533477,https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_SX300.jpg
Movie,family blood,['sonny mallhi'],"james ransone,vinessa shaw,ajiona alexus,colin ford",United States,2018,TV-MA,horror,netflix,4.2,6195776678521332134,https://m.media-amazon.com/images/M/MV5BZWYyOWZkMjgtMzFmZS00NGI2LThiMmEtMTQwYTY3YTU2MGJiXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg
Movie,return from witch mountain,['john hough'],"bette davis,christopher lee,kim richards,ike eisenmann,jack soo,anthony james",United States,1978,G,"action adventure,family,science fiction",hotstar,5.7,13920468663588521786,https://m.media-amazon.com/images/M/MV5BY2ZkMzUzYTQtYzZhZS00ZWZkLWI2MWItNGY3OWNhYjNhOTdlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg
Movie,unbroken,['svati chakravarty bhatkal'],unknown,India,2019,TV-14,"documentaries,international",netflix,7.2,8513372962238314238,https://m.media-amazon.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg
Movie,step sisters,['charles stone iii'],"megalyn echikunwoke,eden sher,lyndon smith,gage golightly,matt mcgorry,marque richardson,alessandra torresani,naturi naughton,nia jervier,robert curtis brown",United States,2018,PG-13,comedy,netflix,5.5,13967557396414697530,https://m.media-amazon.com/images/M/MV5BMjI0ODYyOTI0NF5BMl5BanBnXkFtZTgwOTY5ODg0NDM@._V1_SX300.jpg
Movie,muklawa,['simerjit singh'],"ammy virk,sonam bajwa,gurpreet ghuggi,bn sharma,karamjit anmol,sarbjit cheema",India,2019,13+,"comedy,drama,international",hotstar,6.1,2498501450031110220,https://m.media-amazon.com/images/M/MV5BYjlkODVhNjctODhhZC00M2Q5LTk3ZjItY2FhNTYwOGJmYmU4XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg
Movie,force 2,['abhinay deo'],"john abraham,sonakshi sinha,tahir raj bhasin,narendra jha,adil hussain,vikram kapadia,patricia hittler,genelia dsouza,raj babbar,freddy daruwala,boman irani",India,2016,TV-14,"action adventure,international",netflix,6.2,4358025080245291552,https://m.media-amazon.com/images/M/MV5BYmI0ZmM3ZTItODhlOC00NjcwLWJlNzItNzFmMjIxZDY1MGY0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Movie,koi jaane na,['amin hajee'],"kunal kapoor,amyra dastur,elli avram,aamir khan",India,2021,13+,suspense,hotstar,3.6,2629869873652190335,https://m.media-amazon.com/images/M/MV5BZjFmOTQxNTMtMTU0Mi00OTUwLWE4OTYtNDRlZjQxNTM0Nzk1XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg
Movie,to and from new york,['sorin dan mihalcescu'],"barbara king,shaana diya,john krisiukenas,yoriko haraguchi,david crane,chad thomas",United States,2006,TV-MA,"drama,independent,thriller",netflix,5.6,9491187855785939790,https://m.media-amazon.com/images/M/MV5BMjcyNjcwMjE1OV5BMl5BanBnXkFtZTcwMDI4OTY0MQ@@._V1_SX300.jpg
TV Show,the honeymoon stand up special,['unknown'],"natasha leggero,moshe kasher",United States,2018,TV-MA,"comedy,comedy",netflix,6.8,17494438658572977032,https://m.media-amazon.com/images/M/MV5BZWM3NGIwMjItZjg4Ni00YzczLWI4OTctZmRhNmE1YmYwYTkwXkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_SX300.jpg
Movie,plutos party,['milt schaffer'],"jimmy macdonald,pinto colvig",United States,1952,TV-G,"animation,family",hotstar,1.0,13137744787826250096,url
TV Show,marvels the defenders,['unknown'],"charlie cox,krysten ritter,mike colter,finn jones,sigourney weaver,elodie yung,elden henson,jessica henwick,simone missick,rachael taylor,deborah ann woll,rosario dawson,carrieanne moss,eka darville,scott glenn",United States,2017,TV-MA,"crime,action adventure,drama",netflix,7.2,18043413178015219927,https://m.media-amazon.com/images/M/MV5BYjFhZDAzYzgtYzMyMS00Mjk1LWI5YWQtZmFlZGQ4MjViMDkwL2ltYWdlXkEyXkFqcGdeQXVyNzEyOTQ5MDk@._V1_SX300.jpg
Movie,the net,['irwin winkler'],"sandra bullock,jeremy northam,dennis miller,diane baker,wendy gazelle,ken howard,ray mckinnon,daniel schorr,l scott caldwell,robert gossett",United States,1995,PG-13,thriller,netflix,6.0,5043060498349500093,https://m.media-amazon.com/images/M/MV5BNjE4MjQyNjUtZTNmYy00ZmNlLTk2ODUtN2YzODIwNDdkM2EwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Movie,ibiza,['alex richanbach'],"gillian jacobs,vanessa bayer,phoebe robinson,richard madden,michaela watkins,félix gómez",United States,2018,TV-MA,"comedy,romance",netflix,5.2,9603232601353136651,https://m.media-amazon.com/images/M/MV5BMTczMTA5ODMxOV5BMl5BanBnXkFtZTgwNTgwNDkzNTM@._V1_SX300.jpg
Movie,trevor noah son of patricia,['david paul meyer'],trevor noah,United States,2018,TV-MA,comedy,netflix,7.3,15027960398126812585,https://m.media-amazon.com/images/M/MV5BMTU4MTA5NjMyNl5BMl5BanBnXkFtZTgwNDY0OTI4NjM@._V1_SX300.jpg
Movie,cool hand luke,['stuart rosenberg'],"paul newman,george kennedy,jd cannon,lou antonio,robert drivas,strother martin,jo van fleet,harry dean stanton,dennis hopper,joe don baker,james gammon,wayne rogers",United States,1967,TV-14,"classic movies,drama",netflix,8.1,13541940112372571418,https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Movie,jatra,['kedar shinde'],"bharat jadhav,siddarth jadhav,viju khote,sanjay khapre,priya berde,vijay chavan,upendra limaye,kranti redkar,amir tadwalkar,sunil tawde,kushal badrike,munir baghman,mohan bagode,vandan bakmis,shankar bhake,jaiwant bhalekar,dilip budhkar,kishore chougule,kamlakar satputhe",India,2005,ALL,comedy,hotstar,8.2,17691112787091446162,https://m.media-amazon.com/images/M/MV5BZWRmMzM1YzAtN2Y3OS00ZWYzLTk3NGYtYzQwNjhkNWM2NmExL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDU4MzY4NTc@._V1_SX300.jpg
Movie,true colors,['herbert ross'],"richard widmark,dina merrill,philip bosco,paul guilfoyle,steve morley",United States,1991,R,drama,hotstar,6.3,3201784418267511770,https://m.media-amazon.com/images/M/MV5BY2I0NjRmZTEtNTFlYS00MWJkLWJiMmMtMTE1OTliOTI3N2RhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
TV Show,disney bizaardvark,['unknown'],"madison hu,olivia rodrigo,jake paul,devore ledridge,ethan wacker",United States,2015,TV-PG,"buddy,comedy,family",hotstar,4.0,17873982019404955010,https://m.media-amazon.com/images/M/MV5BZmViNzk4ODktMzJmNy00MWZiLTg2YzQtMzk4OWNiNGJiMjE1XkEyXkFqcGdeQXVyNjYxNjc0OTc@._V1_SX300.jpg
Movie,the last boy scout,['tony scott'],"bruce willis,damon wayans,chelsea field,noble willingham,taylor negron,danielle harris,halle berry,bruce mcgill",United States,1991,R,"action adventure,comedy",netflix,7.0,12555193831519442464,https://m.media-amazon.com/images/M/MV5BYjJmYWE3ODEtZDljNi00YmQwLWE3ZDYtYzE0MTdmNGRlNjZkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
TV Show,ancient aliens,['unknown'],robert clotworthy,United States,2018,TV-14,"docuseries,science nature",netflix,7.1,10656009824690998588,https://m.media-amazon.com/images/M/MV5BMGY1ZTdmMWItNjI1MS00MTUwLTkwNTgtYTFiMGVjOTBmMDMyXkEyXkFqcGdeQXVyNzM3MjY2MjU@._V1_SX300.jpg
Movie,solo a star wars story,['ron howard'],"alden ehrenreich,woody harrelson,emilia clarke,donald glover,thandie newton,phoebe wallerbridge",United States,2018,PG-13,"action adventure,crime,science fiction",hotstar,6.9,5143457016022853097,https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_SX300.jpg
Movie,dear comrade,['bharat kamma'],"vijay deverakonda,rashmika mandanna",India,2019,13+,"action,drama,romance",hotstar,7.3,14359768791982086823,https://m.media-amazon.com/images/M/MV5BMTdiNmVmOTAtMDNhZi00OTA1LWJhODEtNGE0ZmE2YjgxN2Y2XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg
Movie,manje bistre,['baljit singh deo'],"gippy grewal,sonam bajwa,karamjit anmol,jaggi singh,bn sharma,hobby dhaliwal,rana ranbir,sardar sohi,anita devgan,harby sangha",India,2017,TV-14,"comedy,drama,international",netflix,6.5,7218956939270863334,https://m.media-amazon.com/images/M/MV5BODE4YWNmMjMtNDQxYy00ZWY1LWJmYmMtN2M4NzdiYjg5NmE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,die hard,['john mctiernan'],"bruce willis,alan rickman,bonnie bedelia",United States,1988,R,suspense,hotstar,8.2,2413594212479417154,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Movie,the bridgewater triangle,"['aaron cadieux', 'manny famolare']","loren coleman,jeff belanger,chris balzano,john brightman,andrew lake,chris pittman,tim weisberg",United States,2013,13+,special interest,hotstar,5.3,13686045287384893931,https://m.media-amazon.com/images/M/MV5BMTc4NDA4NTA3NF5BMl5BanBnXkFtZTgwNzQ0OTg0MTE@._V1_SX300.jpg
Movie,the blue umbrella,['saschka unseld'],sarah jaffe,United States,2013,G,"animation,family,kids",hotstar,7.5,10734793716664416946,https://m.media-amazon.com/images/M/MV5BYWYwMWZjNDItOTg2Mi00NGY3LTljODItODgxNDhjYzFiYzJhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg
Movie,finding ‘ohana,['jude weng'],"kea peahu,alex aiono,lindsay watson,owen vaccaro,kelly hu,branscombe richmond,ke huy quan,brad kalilimoku,chris parnell,marc evan jackson,ricky garcia",United States,2021,PG,"family,comedy",netflix,6.1,15439615588910297385,https://m.media-amazon.com/images/M/MV5BZjk2NDhmNDgtNzQ2ZS00YzU1LTljNjgtY2ZjM2M3OTVlNTljXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
Movie,the big sick,['michael showalter'],"kumail nanjiani,zoe kazan,holly hunter,ray romano,anupam kher",United States,2017,R,"comedy,drama,romance",hotstar,7.5,500690096377545303,https://m.media-amazon.com/images/M/MV5BZjc1YzExMzYtNzVkZC00ODc3LTkxNzktMDI5YWZmMDQ2NTQ2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg
Movie,paranorman,"['sam fell', 'chris butler']","kodi smitmcphee,tucker albrizzi,anna kendrick,casey affleck,christopher mintzplasse,leslie mann,jeff garlin,elaine stritch,bernard hill,jodelle ferland,tempestt bledsoe,alex borstein,john goodman",United States,2012,PG,"family,comedy",netflix,7.0,16782101612827449197,https://m.media-amazon.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_SX300.jpg
Movie,tere naal love ho gaya,['mandeep kumar'],"riteish deshmukh,genelia dsouza,tinnu anand,om puri,smita jaykar,chitrashi rawat,navin prabhakar,kartar cheema",India,2012,TV-14,"comedy,international,romance",netflix,5.9,8343664850595989886,https://m.media-amazon.com/images/M/MV5BMjE2NjcxMTcyMV5BMl5BanBnXkFtZTcwMzczNjcyNw@@._V1_SX300.jpg
Movie,ottaal,['jayaraj rajasekharan nair'],"ashanth k shah,kumarakom vasudevan,shine tom chacko,sabitha jayaraj,thomas j kannampuzha",India,2014,TV-PG,"drama,international",netflix,8.3,10637850002637042770,https://m.media-amazon.com/images/M/MV5BYThjMmY5ZTMtNDI5Yy00ZmY3LWI4MzQtMzY2MTVlNzNhYzMxXkEyXkFqcGdeQXVyNjQ5NTA2ODE@._V1_SX300.jpg
TV Show,the golden years with javed akhtar,['unknown'],unknown,India,2016,TV-G,"docuseries,international",netflix,6.5,8821179722867303544,
Movie,sniper ghost shooter,['don michael paul'],"chad michael collins,billy zane,dennis haysbert,nick gomez,ravil isyanov,stephanie vogt,navid negahban,presciliana esparolini,enoch frost",United States,2016,R,action adventure,netflix,5.4,634995118875197588,https://m.media-amazon.com/images/M/MV5BZGFjOGVjNjctN2ZhZS00MWYxLTk3MGEtZWRjNTgzZmRkZjJlXkEyXkFqcGdeQXVyMjQ1MDE0NzU@._V1_SX300.jpg
Movie,natalie palamides nate  a one man show,['phil burgers'],natalie palamides,United States,2020,TV-MA,comedy,netflix,6.6,1533268631067361257,https://m.media-amazon.com/images/M/MV5BMDgyZDI3N2QtMDNiMC00NzZlLWI1NzctNGY1MWNhMjM5OGYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Movie,what happens in vegas,['tom vaughan'],"cameron diaz,ashton kutcher,rob corddry,lake bell",United States,2008,PG-13,comedy,hotstar,6.1,15874259710987219688,https://m.media-amazon.com/images/M/MV5BYzQyYjE3YjYtNjJkNi00MWY0LWJhNDctZDRmOTY5ZGJiNDI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,small soldiers,['joe dante'],"kirsten dunst,gregory smith,jay mohr,phil hartman,kevin dunn,denis leary,frank langella,tommy lee jones,ernest borgnine",United States,1998,PG-13,"action adventure,comedy,scifi",netflix,6.2,8276485566504756702,https://m.media-amazon.com/images/M/MV5BMGQ5ZjdhMzYtNzk0YS00ZjkxLWJmMWQtNWEwNDVjNjZhZTQzXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg
Movie,twitches too,['stuart gillard'],"tia mowry,tamera mowry,kristen wilson,patrick fabian,pat kelly,leslie seiler",United States,2007,TV-PG,"comedy,fantasy",hotstar,5.7,11798170145736458885,https://m.media-amazon.com/images/M/MV5BOWU2MjY5NWUtY2NmNy00ZTBlLWJiZTQtN2QwZWYxODUxYjI4XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_SX300.jpg
Movie,pataakha,['vishal bhardwaj'],"sanya malhotra,radhika madan,sunil grover,vijay raaz",India,2018,18+,"comedy,drama",hotstar,7.2,10987975066238606886,https://m.media-amazon.com/images/M/MV5BNGU5MTU0NjctYjQ5Mi00ZWJiLThmNzYtNTk5Y2I4MjMwNDQzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Movie,"the memphis belle a story of a
flying fortress",['william wyler'],unknown,United States,1944,TV-PG,"classic movies,documentaries",netflix,7.3,16741320333191981437,https://m.media-amazon.com/images/M/MV5BMWRkMGEzMzQtODA3Zi00ZmI4LTljMTEtNTQ0NjIyM2MyNjZkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Movie,luv shuv tey chicken khurana,['sameer sharma'],"kunal kapoor,huma qureshi,rajesh sharma,vipin sharma,dolly ahluwalia,vinod nagpal,rahul bagga,rajendra sethi,munish makhija,herry tangri",India,2012,TV-14,"comedy,international,romance",netflix,6.6,14086952261348730139,https://m.media-amazon.com/images/M/MV5BMTY2OTk3MTg2MV5BMl5BanBnXkFtZTcwNDY5MzY1OA@@._V1_SX300.jpg
Movie,barely lethal,['kyle newman'],"hailee steinfeld,jessica alba,samuel l jackson,sophie turner,dove cameron,toby sebastian,gabriel basso,thomas mann,rachael harris,dan fogler,steveo,rob huebel,finesse mitchell,jaime king",United States,2015,PG-13,"action adventure,comedy",netflix,5.4,6812880483545718747,https://m.media-amazon.com/images/M/MV5BMjM4MzYyMjI1MV5BMl5BanBnXkFtZTgwMjE0Mzg2NTE@._V1_SX300.jpg
Movie,starsky  hutch,['todd phillips'],"ben stiller,owen wilson,vince vaughn,juliette lewis,snoop dogg,fred williamson,jason bateman,amy smart,carmen electra,george cheung",United States,2004,PG-13,"action adventure,comedy",netflix,6.1,14919328003358610306,https://m.media-amazon.com/images/M/MV5BMzU2NTQ1NTkxOV5BMl5BanBnXkFtZTcwNTE1MTEzMw@@._V1_SX300.jpg
